,Unnamed: 0,compound,negative,neutral,positive,screen_name,created_at,full_text,full_text_3,retweet_count,favorite_count,user_mentions
10,10,0.34,0.0,0.862,0.138,LizAnnSonders,2018-03-28 16:52:10,RT Its Day of Giving 100 of sales from participating Connecticut locations will be donated to E ,It's @jerseymikes Day of Giving! 100% of sales from participating Connecticut locations will be donated to @MakeAWishCT. Eat a sub and make a difference today! #JerseyMikesGives https://t.co/94LGu0pe96,3,0,"[{""screen_name"": ""MakeAWishCT"", ""name"": ""Make-A-Wish of CT"", ""id"": 154605913, ""id_str"": ""154605913"", ""indices"": [3, 15]}, {""screen_name"": ""jerseymikes"", ""name"": ""Jersey Mike's Subs"", ""id"": 189252968, ""id_str"": ""189252968"", ""indices"": [22, 34]}, {""screen_name"": ""MakeAWishCT"", ""name"": ""Make-A-Wish of CT"", ""id"": 154605913, ""id_str"": ""154605913"", ""indices"": [124, 136]}]"
11,11,-0.5719,0.37,0.63,0.0,LizAnnSonders,2018-03-28 16:52:14,RT Four Common TaxFiling Mistakes and How to Avoid Them ,Four Common Tax-Filing Mistakes and How to Avoid Them https://t.co/iy7WcuIkNI https://t.co/ZaMAq4qOki,2,0,"[{""screen_name"": ""SchwabResearch"", ""name"": ""Schwab Research"", ""id"": 3449547915, ""id_str"": ""3449547915"", ""indices"": [3, 18]}]"
12,12,-0.2263,0.10099999999999999,0.899,0.0,LizAnnSonders,2018-03-28 17:10:07,RT I discuss tech stock weakness with of in his article Dow rises to near session highs but te ,"I discuss tech stock weakness with @mdecambre of @MarketWatch in his article, “Dow rises to near session highs, but tech stocks struggle to find footing” https://t.co/1hkX4slBRn https://t.co/wyfH3UcCAS",1,0,"[{""screen_name"": ""RandyAFrederick"", ""name"": ""Randy Frederick"", ""id"": 2840687505, ""id_str"": ""2840687505"", ""indices"": [3, 19]}, {""screen_name"": ""mdecambre"", ""name"": ""Mark DeCambre"", ""id"": 373598135, ""id_str"": ""373598135"", ""indices"": [56, 66]}, {""screen_name"": ""MarketWatch"", ""name"": ""MarketWatch"", ""id"": 624413, ""id_str"": ""624413"", ""indices"": [70, 82]}]"
13,13,0.6486,0.0,0.159,0.841,LizAnnSonders,2018-03-28 17:14:06,Well deserved honor ,,3,4,[]
14,14,0.5719,0.0,0.35100000000000003,0.649,LizAnnSonders,2018-03-28 17:29:59, Happy birthday Matt,,0,0,"[{""screen_name"": ""mattnathanson"", ""name"": ""matt nathanson"", ""id"": 83333300, ""id_str"": ""83333300"", ""indices"": [0, 14]}]"
15,15,0.8316,0.0,0.7759999999999999,0.22399999999999998,LizAnnSonders,2018-03-28 19:13:12,Q4 real GDP growth revised up to 29 ar from 25 previous estimate amp gt consensus of 27 courtesy of upward revisions to PCE amp nonfarm inventory investment capex amp government spending also a bit stronger than prior estimate,,10,29,[]
16,16,0.5413,0.0,0.72,0.28,LizAnnSonders,2018-03-29 10:39:09,Older consumers are now much more confident than younger ones ,,7,17,"[{""screen_name"": ""bespokeinvest"", ""name"": ""Bespoke"", ""id"": 28571999, ""id_str"": ""28571999"", ""indices"": [62, 76]}]"
17,17,0.0,0.0,1.0,0.0,LizAnnSonders,2018-03-29 10:39:41,Looking forward to seeing everyone and being on the panel ,,1,9,[]
18,18,-0.128,0.212,0.6459999999999999,0.142,LizAnnSonders,2018-03-29 10:42:16, I think it will drive out a lot of the FOMO fear of missing out investors who plowed in in DecemberJanuary but won t necessarily freak out the longerterm investors,,0,1,"[{""screen_name"": ""ff_innovation"", ""name"": ""FutureFlowInnovation"", ""id"": 2217459012, ""id_str"": ""2217459012"", ""indices"": [0, 14]}]"
19,19,-0.4019,0.109,0.8909999999999999,0.0,LizAnnSonders,2018-03-29 11:00:18,Deficit as far as the eye can see a YAWNING gap between the expected CBO budget path vs the path we are actually on ,,9,11,"[{""screen_name"": ""ernietedeschi"", ""name"": ""Ernie Tedeschi"", ""id"": 30761484, ""id_str"": ""30761484"", ""indices"": [119, 133]}, {""screen_name"": ""BudgetHawks"", ""name"": ""CRFB.org"", ""id"": 104615577, ""id_str"": ""104615577"", ""indices"": [134, 146]}, {""screen_name"": ""SoberLook"", ""name"": ""(((The Daily Shot)))"", ""id"": 423769635, ""id_str"": ""423769635"", ""indices"": [147, 157]}, {""screen_name"": ""USCBO"", ""name"": ""U.S. CBO"", ""id"": 1531265618, ""id_str"": ""1531265618"", ""indices"": [158, 164]}]"
20,20,-0.0258,0.2,0.605,0.195,LizAnnSonders,2018-03-29 11:09:53,Bitcoin no longer insulated from traditional risk assets like stocks or is it the other way around ,,23,41,"[{""screen_name"": ""jessefelder"", ""name"": ""Jesse Felder"", ""id"": 1473431, ""id_str"": ""1473431"", ""indices"": [103, 115]}, {""screen_name"": ""tracyalloway"", ""name"": ""Tracy Alloway"", ""id"": 20169416, ""id_str"": ""20169416"", ""indices"": [116, 129]}, {""screen_name"": ""SoberLook"", ""name"": ""(((The Daily Shot)))"", ""id"": 423769635, ""id_str"": ""423769635"", ""indices"": [130, 140]}]"
21,21,0.0,0.0,1.0,0.0,LizAnnSonders,2018-03-29 11:14:21,So far in this bull market it s taken an average of 200 days to recover from corrections ,,76,112,"[{""screen_name"": ""markets"", ""name"": ""Bloomberg Markets"", ""id"": 69620713, ""id_str"": ""69620713"", ""indices"": [90, 98]}]"
22,22,0.0,0.0,1.0,0.0,LizAnnSonders,2018-03-29 11:20:08,Recent study shows heightened concerns about cybercrime ,,2,4,"[{""screen_name"": ""Raytheon"", ""name"": ""Raytheon"", ""id"": 16017996, ""id_str"": ""16017996"", ""indices"": [58, 67]}, {""screen_name"": ""SoberLook"", ""name"": ""(((The Daily Shot)))"", ""id"": 423769635, ""id_str"": ""423769635"", ""indices"": [68, 78]}, {""screen_name"": ""axios"", ""name"": ""Axios"", ""id"": 800707492346925056, ""id_str"": ""800707492346925056"", ""indices"": [79, 85]}]"
23,23,0.4927,0.0,0.8029999999999999,0.19699999999999998,LizAnnSonders,2018-03-29 11:22:57,So thrilled not to see CT on the least side of this TaxReform study ,,4,16,"[{""screen_name"": ""wallethub"", ""name"": ""WalletHub"", ""id"": 174051474, ""id_str"": ""174051474"", ""indices"": [74, 84]}, {""screen_name"": ""SoberLook"", ""name"": ""(((The Daily Shot)))"", ""id"": 423769635, ""id_str"": ""423769635"", ""indices"": [85, 95]}]"
24,24,-0.3818,0.245,0.755,0.0,LizAnnSonders,2018-03-29 12:33:54,Jobless claims at 215k this morning lowest since 1973,,31,80,[]
25,25,0.3182,0.091,0.743,0.166,LizAnnSonders,2018-03-29 12:55:14,Rising percentage of smaller cap companies that aren t profitable vs falling percentage for larger caps ,,13,17,"[{""screen_name"": ""StrategasRP"", ""name"": ""Strategas"", ""id"": 497266110, ""id_str"": ""497266110"", ""indices"": [105, 117]}]"
26,26,0.2732,0.0,0.488,0.512,LizAnnSonders,2018-03-29 15:20:15, I remember it well,,0,1,"[{""screen_name"": ""SullyCNBC"", ""name"": ""Brian Sullivan"", ""id"": 24443284, ""id_str"": ""24443284"", ""indices"": [0, 10]}]"
27,27,0.0,0.0,1.0,0.0,LizAnnSonders,2018-03-29 15:24:45,I was looking for webbed fingers ,,0,2,[]
28,28,0.0,0.0,1.0,0.0,LizAnnSonders,2018-03-29 21:24:50,Now that s a headline ,,0,7,[]
29,29,0.0,0.0,1.0,0.0,LizAnnSonders,2018-03-30 15:28:28,RT Baby steps Core PCE inches higher ,Baby steps: Core #PCE inches higher https://t.co/e3IdJArPVC,12,0,"[{""screen_name"": ""KathyJones"", ""name"": ""Kathy Jones"", ""id"": 2840691561, ""id_str"": ""2840691561"", ""indices"": [3, 14]}]"
30,30,0.6361,0.0,0.193,0.807,LizAnnSonders,2018-03-30 15:30:35,So beautiful ,,3,35,[]
31,31,0.4939,0.0,0.8240000000000001,0.17600000000000002,LizAnnSonders,2018-03-30 15:32:33, Just put your entire hand down on the keyboard and press enterthat ought to do it,,0,2,"[{""screen_name"": ""pearkes"", ""name"": ""George Pearkes"", ""id"": 18300968, ""id_str"": ""18300968"", ""indices"": [0, 8]}]"
32,32,0.5023,0.0,0.866,0.134,LizAnnSonders,2018-03-30 18:48:21,RT This probably isn t the start of a bear market but it doesn t feel like a bull market right now it s more of a bun ,"This probably isn’t the start of a bear market, but it doesn’t “feel” like a bull market right now—it’s more of a “bunny market,” as the jittery stock market hops up and down. Read our latest on the markets -&gt; https://t.co/qNXRPzVF3w",10,0,"[{""screen_name"": ""JeffreyKleintop"", ""name"": ""Jeffrey Kleintop"", ""id"": 44656218, ""id_str"": ""44656218"", ""indices"": [3, 19]}]"
33,33,-0.5574,0.265,0.735,0.0,LizAnnSonders,2018-03-30 18:50:18,RT In the latest Stock Market Report and I discuss trade wars ,"In the latest Stock Market Report, @JeffreyKleintop and I discuss trade wars. https://t.co/73lOgTGcYY https://t.co/wyfH3UcCAS",4,0,"[{""screen_name"": ""RandyAFrederick"", ""name"": ""Randy Frederick"", ""id"": 2840687505, ""id_str"": ""2840687505"", ""indices"": [3, 19]}, {""screen_name"": ""JeffreyKleintop"", ""name"": ""Jeffrey Kleintop"", ""id"": 44656218, ""id_str"": ""44656218"", ""indices"": [56, 72]}]"
34,34,0.2023,0.10400000000000001,0.755,0.142,LizAnnSonders,2018-03-30 18:50:26,RT Still worried about rising rate Consider investments that can actually benefit when shortterm rates rise RateHike https ,Still worried about rising rate? Consider investments that can actually benefit when short-term rates rise. #RateHike https://t.co/jEvxkXjZcp,5,0,"[{""screen_name"": ""KathyJones"", ""name"": ""Kathy Jones"", ""id"": 2840691561, ""id_str"": ""2840691561"", ""indices"": [3, 14]}]"
35,35,0.4767,0.0,0.853,0.147,LizAnnSonders,2018-03-31 15:31:57,RT ICYMI From Clemson alumnus Ben Skardon receiving the Congressional Gold Medal to our Clemson family preparing for Clem ,"ICYMI: From #Clemson alumnus Ben Skardon receiving the Congressional Gold Medal 🏅to our Clemson family preparing for #ClemsonGiveDay on April 4th 🧡, it's been a busy week! 🐾 https://t.co/q8RUZTaOc8",3,0,"[{""screen_name"": ""ClemsonUniv"", ""name"": ""Clemson University"", ""id"": 23444864, ""id_str"": ""23444864"", ""indices"": [3, 15]}]"
36,36,0.8957,0.0,0.217,0.7829999999999999,LizAnnSonders,2018-03-31 15:32:50,Lovely sentiments from my lovely friend ,,1,14,"[{""screen_name"": ""AlexisGlick"", ""name"": ""Alexis Glick"", ""id"": 46704309, ""id_str"": ""46704309"", ""indices"": [40, 52]}]"
37,37,0.2023,0.0,0.87,0.13,LizAnnSonders,2018-04-01 23:48:44,RT Youre only a hop skip and a jump away from reaching your goals OwnYourTomorrow ,"You're only a hop, skip, and a jump away from reaching your goals! #OwnYourTomorrow https://t.co/mHXfiOcUGy",6,0,"[{""screen_name"": ""CharlesSchwab"", ""name"": ""Charles Schwab Corp"", ""id"": 132703700, ""id_str"": ""132703700"", ""indices"": [3, 17]}]"
38,38,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-02 12:23:24,Oil breakeven rates by region ,,19,32,"[{""screen_name"": ""DallasFed"", ""name"": ""Dallas Fed"", ""id"": 143477156, ""id_str"": ""143477156"", ""indices"": [30, 40]}, {""screen_name"": ""WSJ"", ""name"": ""The Wall Street Journal"", ""id"": 3108351, ""id_str"": ""3108351"", ""indices"": [41, 45]}]"
39,39,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-02 12:28:01,A very shortlived domestic equity inflow spike in January ,,12,20,"[{""screen_name"": ""CreditSuisse"", ""name"": ""Credit Suisse"", ""id"": 84281104, ""id_str"": ""84281104"", ""indices"": [59, 72]}, {""screen_name"": ""SoberLook"", ""name"": ""(((The Daily Shot)))"", ""id"": 423769635, ""id_str"": ""423769635"", ""indices"": [73, 83]}]"
40,40,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-02 12:32:01,Now this is a cycle ,,3,10,"[{""screen_name"": ""WSJ"", ""name"": ""The Wall Street Journal"", ""id"": 3108351, ""id_str"": ""3108351"", ""indices"": [20, 24]}]"
41,41,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-02 12:33:25,It s a start ,,4,5,"[{""screen_name"": ""axios"", ""name"": ""Axios"", ""id"": 800707492346925056, ""id_str"": ""800707492346925056"", ""indices"": [17, 23]}, {""screen_name"": ""SoberLook"", ""name"": ""(((The Daily Shot)))"", ""id"": 423769635, ""id_str"": ""423769635"", ""indices"": [24, 34]}, {""screen_name"": ""CDCgov"", ""name"": ""CDC"", ""id"": 146569971, ""id_str"": ""146569971"", ""indices"": [35, 42]}, {""screen_name"": ""LazaroGamio"", ""name"": ""Lazaro Gamio"", ""id"": 295989660, ""id_str"": ""295989660"", ""indices"": [43, 55]}]"
42,42,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-02 12:34:50,Steelaluminum users greatly outnumber producers ,,17,28,"[{""screen_name"": ""trevornoren"", ""name"": ""Trevor Noren"", ""id"": 2617926402, ""id_str"": ""2617926402"", ""indices"": [50, 62]}, {""screen_name"": ""SoberLook"", ""name"": ""(((The Daily Shot)))"", ""id"": 423769635, ""id_str"": ""423769635"", ""indices"": [63, 73]}]"
43,43,0.7003,0.0,0.7340000000000001,0.266,LizAnnSonders,2018-04-02 13:00:10,RT We believe that teaching kids about money is crucial Thats why were proud to support the CapitolHil ,We believe that teaching kids about money is crucial. That's why we're proud to support the @SIFMAFoundation #CapitolHillChallenge. Are you teaching your kids to be financially fit? Take the quiz to find out: https://t.co/0CNgNALX6b #MoneyWiseMonday #FinancialLiteracyMonth https://t.co/8GAjcy8RjA,10,0,"[{""screen_name"": ""CharlesSchwab"", ""name"": ""Charles Schwab Corp"", ""id"": 132703700, ""id_str"": ""132703700"", ""indices"": [3, 17]}, {""screen_name"": ""SIFMAFoundation"", ""name"": ""Stock Market Game"", ""id"": 1702841720, ""id_str"": ""1702841720"", ""indices"": [111, 127]}]"
44,44,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-02 13:23:53, 400k employed by steelaluminum producers 6m employed by companies which use steelaluminum as an input,,0,1,"[{""screen_name"": ""TrinityAssetMan"", ""name"": ""Brian Gilmartin"", ""id"": 611999691, ""id_str"": ""611999691"", ""indices"": [0, 16]}]"
45,45,0.0772,0.10300000000000001,0.7829999999999999,0.114,LizAnnSonders,2018-04-02 15:15:39,Waiting on a friendly Q1 GDP latest not likely to buck fairly consistent trend over past decade of weak Q1s followed by jumps in Q2 ,,7,6,[]
46,46,0.8176,0.0,0.8,0.2,LizAnnSonders,2018-04-02 15:21:19,It s been great getting to know and looking forward to our daughter s upcoming freshman year Jim your story is an inspiration I was also the first in our family to earn a college degree ,,2,15,"[{""screen_name"": ""ClemsonPrez"", ""name"": ""Jim Clements"", ""id"": 2252396706, ""id_str"": ""2252396706"", ""indices"": [32, 44]}, {""screen_name"": ""ClemsonUniv"", ""name"": ""Clemson University"", ""id"": 23444864, ""id_str"": ""23444864"", ""indices"": [106, 118]}]"
47,47,-0.1779,0.10300000000000001,0.84,0.057,LizAnnSonders,2018-04-02 17:00:01, stockstock fund allocations declined for 3rd consecutive month falling 04 percentage points to 697equity allocations last lower in November 2017 686March was 60th consecutive month that equity allocations were gt historical average of 610,,0,2,"[{""screen_name"": ""AAIISentiment"", ""name"": ""AAII SentimentSurvey"", ""id"": 51133325, ""id_str"": ""51133325"", ""indices"": [0, 14]}]"
48,48,0.5095,0.0,0.845,0.155,LizAnnSonders,2018-04-02 18:34:26,RT We have published our 2017 Annual Report and my 10th letter to stockholders I m incredibly grateful to our stockholders ,"We have published our 2017 Annual Report and my 10th letter to stockholders. I’m incredibly grateful to our stockholders, clients and employees who have placed their trust in us. https://t.co/r7yEyTTFte",6,0,"[{""screen_name"": ""WaltBettinger"", ""name"": ""Walt Bettinger"", ""id"": 160627505, ""id_str"": ""160627505"", ""indices"": [3, 17]}]"
49,49,0.2732,0.0,0.792,0.20800000000000002,LizAnnSonders,2018-04-02 18:59:18,Bitcoin s 640day streak of trading gt 200DMA is over ,,22,35,[]
50,50,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-02 19:03:36,RT Its mainly a US stock market selloff today European stock markets are mostly closed but markets in Asia and Americ ,"It's mainly a US stock market sell-off today. European stock markets are mostly closed, but markets in Asia and Americas ex-US are relatively calm. https://t.co/TPXLFfpgWS",11,0,"[{""screen_name"": ""JeffreyKleintop"", ""name"": ""Jeffrey Kleintop"", ""id"": 44656218, ""id_str"": ""44656218"", ""indices"": [3, 19]}]"
51,51,0.0772,0.086,0.8170000000000001,0.09699999999999999,LizAnnSonders,2018-04-02 19:14:31,RT It is going to take a rally to 2585 for the SPX to avoid closing in correction territory again that seems like a pret ,It is going to take a rally to 2585 for the SPX to avoid closing in correction territory again; that seems like a pretty tall order to me. https://t.co/wyfH3UcCAS,5,0,"[{""screen_name"": ""RandyAFrederick"", ""name"": ""Randy Frederick"", ""id"": 2840687505, ""id_str"": ""2840687505"", ""indices"": [3, 19]}]"
52,52,0.2732,0.0,0.32299999999999995,0.677,LizAnnSonders,2018-04-02 19:27:14,Well put ,,1,11,[]
53,53,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-02 19:41:51,RT COTD Will tightening financial conditions alter the Feds RateHike plans ,COTD: Will tightening financial conditions alter the #Fed's #RateHike plans? https://t.co/5uWdh0qDrO,11,0,"[{""screen_name"": ""KathyJones"", ""name"": ""Kathy Jones"", ""id"": 2840691561, ""id_str"": ""2840691561"", ""indices"": [3, 14]}]"
54,54,0.3818,0.0,0.8590000000000001,0.141,LizAnnSonders,2018-04-02 19:51:23,For those who lump amazon in with the SampP tech sector it s worth knowing it s actually in the consumer discretionary sector as is netflix,,15,71,[]
55,55,0.8081,0.0,0.643,0.35700000000000004,LizAnnSonders,2018-04-02 19:59:05,And I thought my daughter not getting a paper cut when she opened her TigertownBound envelope was exciting kudos Trey ,,2,5,[]
56,56,-0.2263,0.128,0.872,0.0,LizAnnSonders,2018-04-02 20:00:10,RT About once a year people forget that the market falls 10 about once a year,About once a year people forget that the market falls 10% about once a year.,200,0,"[{""screen_name"": ""morganhousel"", ""name"": ""Morgan Housel"", ""id"": 284278132, ""id_str"": ""284278132"", ""indices"": [3, 16]}]"
57,57,0.2617,0.0,0.932,0.068,LizAnnSonders,2018-04-02 20:14:24, Perhaps but it is in fact NOT a member of the SampP 500 tech sector so when the media says that Amazon brought down the tech sector that s not accurate,,1,4,"[{""screen_name"": ""gerrylev"", ""name"": ""Gerry Levine"", ""id"": 35297904, ""id_str"": ""35297904"", ""indices"": [0, 9]}]"
58,58,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-02 20:22:41,Joining tonight at 6pm ET to discuss what else marketvolatility,,6,36,"[{""screen_name"": ""CNBCFastMoney"", ""name"": ""CNBC's Fast Money"", ""id"": 16732770, ""id_str"": ""16732770"", ""indices"": [8, 22]}]"
59,59,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-02 22:15:39, They extended FastMoney for an extra hour,,0,2,"[{""screen_name"": ""GatorCoder"", ""name"": ""Walter B \ud83d\udc0a\ud83d\udcbb"", ""id"": 191806491, ""id_str"": ""191806491"", ""indices"": [0, 11]}, {""screen_name"": ""CNBCFastMoney"", ""name"": ""CNBC's Fast Money"", ""id"": 16732770, ""id_str"": ""16732770"", ""indices"": [12, 26]}]"
60,60,0.659,0.0,0.738,0.262,LizAnnSonders,2018-04-03 00:24:03,And John Cena has also granted more wishes for than any other celebrity in history for that we say thank you ,,8,75,"[{""screen_name"": ""MakeAWish"", ""name"": ""Make-A-Wish America"", ""id"": 61903300, ""id_str"": ""61903300"", ""indices"": [51, 61]}, {""screen_name"": ""JohnCena"", ""name"": ""John Cena"", ""id"": 141664648, ""id_str"": ""141664648"", ""indices"": [128, 137]}]"
61,61,0.6124,0.0,0.8,0.2,LizAnnSonders,2018-04-03 00:40:41,RT In 2017 where did deal value go relative to the growth seen in 2016 Advisors review Schwabs full analysis of MampA i ,"In 2017, where did deal value go relative to the growth seen in 2016? Advisors, review Schwab's full analysis of M&amp;A in 2017: https://t.co/ATrD18n41o https://t.co/pi3Z6so7fH",2,0,"[{""screen_name"": ""ChrisCrawfordCS"", ""name"": ""Chris Crawford"", ""id"": 821761436737105920, ""id_str"": ""821761436737105920"", ""indices"": [3, 19]}]"
62,62,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-03 12:22:33,High volatility corrective episodes can take 23m to bottom Haver ,,11,21,"[{""screen_name"": ""Bloomberg"", ""name"": ""Bloomberg LP"", ""id"": 104237736, ""id_str"": ""104237736"", ""indices"": [60, 70]}, {""screen_name"": ""DeutscheBank"", ""name"": ""Deutsche Bank"", ""id"": 41330603, ""id_str"": ""41330603"", ""indices"": [71, 84]}, {""screen_name"": ""SoberLook"", ""name"": ""(((The Daily Shot)))"", ""id"": 423769635, ""id_str"": ""423769635"", ""indices"": [85, 95]}]"
63,63,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-03 12:24:18,Forward PE for SampP back to early2016 level ,,98,141,[]
64,64,0.2023,0.0,0.847,0.153,LizAnnSonders,2018-04-03 12:31:11,And the survey says investment top spot for tax savings HamiltonPlaceStrategies ,,3,9,"[{""screen_name"": ""SoberLook"", ""name"": ""(((The Daily Shot)))"", ""id"": 423769635, ""id_str"": ""423769635"", ""indices"": [87, 97]}]"
65,65,-0.5267,0.207,0.7929999999999999,0.0,LizAnnSonders,2018-04-03 12:40:20,Search frequency for ICO and TidePods Peter Atwater Financial Insyghts calls this peak stupid ,,8,20,"[{""screen_name"": ""GoogleTrends"", ""name"": ""GoogleTrends"", ""id"": 3119988399, ""id_str"": ""3119988399"", ""indices"": [106, 119]}, {""screen_name"": ""SoberLook"", ""name"": ""(((The Daily Shot)))"", ""id"": 423769635, ""id_str"": ""423769635"", ""indices"": [120, 130]}]"
66,66,-0.5106,0.276,0.586,0.138,LizAnnSonders,2018-04-03 12:43:14,Lessdiscussed negative from yesterday was ISM mfg new orders which were weak while prices paid were strong,,7,14,[]
67,67,-0.3919,0.19399999999999998,0.8059999999999999,0.0,LizAnnSonders,2018-04-03 12:47:22,Government mentions in earnings calls up but biased toward Congress not Administration ,,1,4,"[{""screen_name"": ""HPSInsight"", ""name"": ""Hamilton Place"", ""id"": 123933605, ""id_str"": ""123933605"", ""indices"": [89, 100]}, {""screen_name"": ""WSJ"", ""name"": ""The Wall Street Journal"", ""id"": 3108351, ""id_str"": ""3108351"", ""indices"": [101, 105]}]"
68,68,0.6369,0.0,0.41700000000000004,0.583,LizAnnSonders,2018-04-03 18:57:05, Love the camo kicks,,0,1,"[{""screen_name"": ""TylerFlorence"", ""name"": ""Tyler Florence"", ""id"": 18128265, ""id_str"": ""18128265"", ""indices"": [0, 14]}, {""screen_name"": ""FoodNetwork"", ""name"": ""Food Network"", ""id"": 20710809, ""id_str"": ""20710809"", ""indices"": [15, 27]}]"
69,69,0.9259999999999999,0.0,0.45299999999999996,0.547,LizAnnSonders,2018-04-03 18:57:15,RT We are proud to support glad to see you all out and about Thanks for sharing ,We are proud to support @usskiteam - glad to see you all out and about. Thanks @johnfoleycs for sharing. https://t.co/dBTT9sKRJb,1,0,"[{""screen_name"": ""neeshahathi"", ""name"": ""Neesha Hathi"", ""id"": 2882808277, ""id_str"": ""2882808277"", ""indices"": [3, 15]}, {""screen_name"": ""usskiteam"", ""name"": ""U.S. Ski & Snowboard Team"", ""id"": 15572044, ""id_str"": ""15572044"", ""indices"": [41, 51]}, {""screen_name"": ""johnfoleycs"", ""name"": ""John Foley"", ""id"": 862414130308722688, ""id_str"": ""862414130308722688"", ""indices"": [96, 108]}]"
70,70,0.0,0.0,1.0,0.0,LizAnnSonders,2018-04-03 22:19:19, Indeed he is,,0,1,"[{""screen_name"": ""TomMacLennanCFP"", ""name"": ""Tom MacLennan, CFP\u00ae"", ""id"": 900380821844111360, ""id_str"": ""900380821844111360"", ""indices"": [0, 16]}, {""screen_name"": ""ClemsonPrez"", ""name"": ""Jim Clements"", ""id"": 2252396706, ""id_str"": ""2252396706"", ""indices"": [17, 29]}, {""screen_name"": ""ClemsonUniv"", ""name"": ""Clemson University"", ""id"": 23444864, ""id_str"": ""23444864"", ""indices"": [30, 42]}]"
