HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.index,Input.screen_name,Input.created_at,Input.text,Answer.sentiment.label,Approve,Reject
304QEQWKZPUILCL0GI9YMH2QM11O03,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:44 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:44 PDT 2019,,,3S0TNUHWKUSCMOX8BFEYSMSVUDPD8T,A2EBVO9Y928XB6,Approved,Sat May 04 14:40:45 PDT 2019,Sat May 04 14:40:50 PDT 2019,Tue May 07 14:40:50 PDT 2019,Sat May 04 14:42:09 PDT 2019,,,5,100% (18/18),100% (18/18),100% (18/18),3170,taralipinski,12/11/2018 19:59,Happy Birthday to this ray of sunshine. @chelseakrusefit I m so lucky to have a friend like you!   We ll be friends,Positive,,
304QEQWKZPUILCL0GI9YMH2QM11O03,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:44 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:44 PDT 2019,,,3WQQ9FUS6B4J7RZOXJNSXW4VRTFB8O,A28WTW360AS5T2,Approved,Sat May 04 14:44:50 PDT 2019,Sat May 04 14:44:57 PDT 2019,Tue May 07 14:44:57 PDT 2019,Sat May 04 14:51:23 PDT 2019,,,7,100% (12/12),100% (12/12),100% (12/12),3170,taralipinski,12/11/2018 19:59,Happy Birthday to this ray of sunshine. @chelseakrusefit I m so lucky to have a friend like you!   We ll be friends,Positive,,
306996CF6WUY97H98W8CU2L1KUP1BG,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:50 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:50 PDT 2019,,,33IZTU6J82B83EHYGDLF3KVOMP8SXA,AMQDEH6870W20,Approved,Sat May 04 14:41:04 PDT 2019,Sat May 04 14:41:11 PDT 2019,Tue May 07 14:41:11 PDT 2019,Sat May 04 14:51:23 PDT 2019,,,7,100% (12/12),100% (12/12),100% (12/12),2980,taralipinski,6/9/2018 23:58,RT @terrygannon83: 18 years later @taralipinski gets her high school prom (courtesy of @ToddKap) while Lisa and I set the record for most y,Neutral,,
306996CF6WUY97H98W8CU2L1KUP1BG,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:50 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:50 PDT 2019,,,35LDD5557BEZLJ5MXXA41HOGYRBKM1,A2WNW8A4MOR7T7,Approved,Sat May 04 14:40:37 PDT 2019,Sat May 04 14:40:46 PDT 2019,Tue May 07 14:40:46 PDT 2019,Sat May 04 14:51:23 PDT 2019,,,9,100% (12/12),100% (12/12),100% (12/12),2980,taralipinski,6/9/2018 23:58,RT @terrygannon83: 18 years later @taralipinski gets her high school prom (courtesy of @ToddKap) while Lisa and I set the record for most y,Neutral,,
306996CF6WUY97H98W8CU2L1KUP1BG,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:50 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:50 PDT 2019,,,3WETL7AQWUIVHEC9KS1J3TWS1A035K,A3JBAUWN5T7E0Q,Approved,Sat May 04 14:43:02 PDT 2019,Sat May 04 14:43:11 PDT 2019,Tue May 07 14:43:11 PDT 2019,Sat May 04 14:51:23 PDT 2019,,,9,100% (3/3),100% (3/3),100% (3/3),2980,taralipinski,6/9/2018 23:58,RT @terrygannon83: 18 years later @taralipinski gets her high school prom (courtesy of @ToddKap) while Lisa and I set the record for most y,Positive,,
307FVKVSYRPSZUB2IXFYNY68DO847A,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:57 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:57 PDT 2019,,,30BUDKLTXE5YRCS69CIFMK0PS0RE5P,ACA923K63POC0,Approved,Sat May 04 14:45:22 PDT 2019,Sat May 04 14:45:28 PDT 2019,Tue May 07 14:45:28 PDT 2019,Sat May 04 14:51:23 PDT 2019,,,6,100% (3/3),100% (3/3),100% (3/3),2814,taralipinski,2/15/2018 13:14,RT @JohnnyGWeir: 100% singing @katyperry before we went on air. #roar   Mariola Zysk @nbcolympics @taralipinski @TaraandJohnny,Neutral,,
307FVKVSYRPSZUB2IXFYNY68DO847A,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:57 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:57 PDT 2019,,,32KTQ2V7REPF4NMVT0JFB8A0NXYM98,AJWYI4RSL605P,Approved,Sat May 04 14:39:12 PDT 2019,Sat May 04 14:39:20 PDT 2019,Tue May 07 14:39:20 PDT 2019,Sat May 04 14:41:15 PDT 2019,,,8,100% (21/21),100% (21/21),100% (21/21),2814,taralipinski,2/15/2018 13:14,RT @JohnnyGWeir: 100% singing @katyperry before we went on air. #roar   Mariola Zysk @nbcolympics @taralipinski @TaraandJohnny,Neutral,,
307FVKVSYRPSZUB2IXFYNY68DO847A,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:57 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:57 PDT 2019,,,3C2NJ6JBKBRAMLMWKSJ0E0RMMH0N2J,AIBX0FFXVGV3G,Approved,Sat May 04 14:43:02 PDT 2019,Sat May 04 14:43:07 PDT 2019,Tue May 07 14:43:07 PDT 2019,Sat May 04 14:51:23 PDT 2019,,,5,100% (29/29),100% (29/29),100% (29/29),2814,taralipinski,2/15/2018 13:14,RT @JohnnyGWeir: 100% singing @katyperry before we went on air. #roar   Mariola Zysk @nbcolympics @taralipinski @TaraandJohnny,Neutral,,
308KJXFUJRGUZHOQ41SQ5XKQUVUTAL,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:46 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:46 PDT 2019,,,30ZX6P7VF95E3VVB5UR8LTA5DXV2JU,AIBX0FFXVGV3G,Approved,Sat May 04 14:42:47 PDT 2019,Sat May 04 14:42:52 PDT 2019,Tue May 07 14:42:52 PDT 2019,Sat May 04 14:51:23 PDT 2019,,,5,100% (29/29),100% (29/29),100% (29/29),2915,taralipinski,3/27/2018 18:20,@en2gymnastics @JohnnyGWeir That s amazing,Negative,,
308KJXFUJRGUZHOQ41SQ5XKQUVUTAL,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:46 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:46 PDT 2019,,,33ISQZVXPQW4TZH7SVZSA26WZ4YCCY,A33HZKTI0VMYI7,Approved,Sat May 04 14:40:05 PDT 2019,Sat May 04 14:40:13 PDT 2019,Tue May 07 14:40:13 PDT 2019,Sat May 04 14:51:23 PDT 2019,,,8,100% (1/1),100% (1/1),100% (1/1),2915,taralipinski,3/27/2018 18:20,@en2gymnastics @JohnnyGWeir That s amazing,Negative,,
308KJXFUJRGUZHOQ41SQ5XKQUVUTAL,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:46 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:46 PDT 2019,,,3AUQQEL7U63GYGSR7W1D5TSKBMI0VT,A30PBGTKXSKRX7,Approved,Sat May 04 14:41:41 PDT 2019,Sat May 04 14:41:47 PDT 2019,Tue May 07 14:41:47 PDT 2019,Sat May 04 14:51:23 PDT 2019,,,6,100% (8/8),100% (8/8),100% (8/8),2915,taralipinski,3/27/2018 18:20,@en2gymnastics @JohnnyGWeir That s amazing,Positive,,
30EV7DWJTV5PT1BHOUYDX9AJDEN6YY,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:38:00 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:38:00 PDT 2019,,,33OOO72IVIVLFGJIEHUIZC60NQZTCZ,AFU00NU09CFXE,Approved,Sat May 04 14:43:40 PDT 2019,Sat May 04 14:44:26 PDT 2019,Tue May 07 14:44:26 PDT 2019,Sat May 04 14:51:24 PDT 2019,,,46,100% (5/5),100% (5/5),100% (5/5),2873,taralipinski,3/3/2018 22:49,@terrygannon83 @scottdmonaghan @thekapman @GW_MBB @DaytonMBB @JohnnyGWeir @NBCSN I hate when you cheat on us but ho,Negative,,
30EV7DWJTV5PT1BHOUYDX9AJDEN6YY,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:38:00 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:38:00 PDT 2019,,,3AMYWKA6YCWGM75989VGJ283SW7O6G,A4YH1HQZBZBZM,Approved,Sat May 04 14:43:43 PDT 2019,Sat May 04 14:43:50 PDT 2019,Tue May 07 14:43:50 PDT 2019,Sat May 04 14:51:24 PDT 2019,,,7,100% (3/3),100% (3/3),100% (3/3),2873,taralipinski,3/3/2018 22:49,@terrygannon83 @scottdmonaghan @thekapman @GW_MBB @DaytonMBB @JohnnyGWeir @NBCSN I hate when you cheat on us but ho,Negative,,
30EV7DWJTV5PT1BHOUYDX9AJDEN6YY,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:38:00 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:38:00 PDT 2019,,,3HMVI3QICK2X9Z8E8QSXQXFOYWR1Y9,A3QARM8RJUQVPT,Approved,Sat May 04 14:44:27 PDT 2019,Sat May 04 14:44:31 PDT 2019,Tue May 07 14:44:31 PDT 2019,Sat May 04 14:51:24 PDT 2019,,,4,100% (3/3),100% (3/3),100% (3/3),2873,taralipinski,3/3/2018 22:49,@terrygannon83 @scottdmonaghan @thekapman @GW_MBB @DaytonMBB @JohnnyGWeir @NBCSN I hate when you cheat on us but ho,Negative,,
30F94FBDNRUZIRTIAFSM084WCDFTBG,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:48 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:48 PDT 2019,,,3A9AA95ATXW2O3HWIQYQGWZT66RP5H,A2WNW8A4MOR7T7,Approved,Sat May 04 14:42:05 PDT 2019,Sat May 04 14:42:12 PDT 2019,Tue May 07 14:42:12 PDT 2019,Sat May 04 14:51:24 PDT 2019,,,7,100% (12/12),100% (12/12),100% (12/12),2937,taralipinski,4/18/2018 0:48,Pic 1. When @rutledgewood wins all the stuffed animals in the claw machine and I confidently think I can as well. A,Neutral,,
30F94FBDNRUZIRTIAFSM084WCDFTBG,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:48 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:48 PDT 2019,,,3N4BPTXIO92IYRAV6Z1QSR5ABDEKUT,A1J9IYN46FX00O,Approved,Sat May 04 14:40:48 PDT 2019,Sat May 04 14:40:55 PDT 2019,Tue May 07 14:40:55 PDT 2019,Sat May 04 14:51:24 PDT 2019,,,7,100% (8/8),100% (8/8),100% (8/8),2937,taralipinski,4/18/2018 0:48,Pic 1. When @rutledgewood wins all the stuffed animals in the claw machine and I confidently think I can as well. A,Positive,,
30F94FBDNRUZIRTIAFSM084WCDFTBG,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:48 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:48 PDT 2019,,,3PDJHANYK6Q6UQJM4W0QZTB2GAT6HA,A3HTM8U4TTH34T,Approved,Sat May 04 14:41:55 PDT 2019,Sat May 04 14:42:03 PDT 2019,Tue May 07 14:42:03 PDT 2019,Sat May 04 14:51:24 PDT 2019,,,8,100% (4/4),100% (4/4),100% (4/4),2937,taralipinski,4/18/2018 0:48,Pic 1. When @rutledgewood wins all the stuffed animals in the claw machine and I confidently think I can as well. A,Positive,,
30IRMPJWDZTNVFKKC30KZWM4BMRRKL,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:56 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:56 PDT 2019,,,379J5II41PQCT1VR1ZYM39WMEPPEL9,AIBX0FFXVGV3G,Approved,Sat May 04 14:40:05 PDT 2019,Sat May 04 14:40:20 PDT 2019,Tue May 07 14:40:20 PDT 2019,Sat May 04 14:51:24 PDT 2019,,,15,100% (29/29),100% (29/29),100% (29/29),2779,taralipinski,2/8/2018 6:26,@ChateauHemmer Still wearing rings on almost every  finger to this day.,Positive,,
30IRMPJWDZTNVFKKC30KZWM4BMRRKL,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:56 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:56 PDT 2019,,,39LOEL67OTFE4WVBIQ8MFD6J31238P,A2QKLDJDY3PRPH,Approved,Sat May 04 14:44:53 PDT 2019,Sat May 04 14:45:03 PDT 2019,Tue May 07 14:45:03 PDT 2019,Sat May 04 14:51:24 PDT 2019,,,10,100% (1/1),100% (1/1),100% (1/1),2779,taralipinski,2/8/2018 6:26,@ChateauHemmer Still wearing rings on almost every  finger to this day.,Negative,,
30IRMPJWDZTNVFKKC30KZWM4BMRRKL,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:56 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:56 PDT 2019,,,3L70J4KAZHWQ5CQN8DYCODYQK2RDA1,AHXYIS4ZEI28I,Approved,Sat May 04 14:44:58 PDT 2019,Sat May 04 14:45:09 PDT 2019,Tue May 07 14:45:09 PDT 2019,Sat May 04 14:51:24 PDT 2019,,,11,100% (5/5),100% (5/5),100% (5/5),2779,taralipinski,2/8/2018 6:26,@ChateauHemmer Still wearing rings on almost every  finger to this day.,Negative,,
30OITAWPBQDQPPNQC1X1VJ6IDJHH9K,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:53 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:53 PDT 2019,,,35GCEFQ6I6YTOSWYRG8ZSX3N2A93ZU,A18AWFIMGZTXW6,Approved,Sat May 04 14:44:05 PDT 2019,Sat May 04 14:45:10 PDT 2019,Tue May 07 14:45:10 PDT 2019,Sat May 04 14:51:24 PDT 2019,,,65,100% (5/5),100% (5/5),100% (5/5),2744,taralipinski,1/26/2018 16:39,@rockerskating This is my dog Dublin every morning,Positive,,
30OITAWPBQDQPPNQC1X1VJ6IDJHH9K,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:53 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:53 PDT 2019,,,3C6FJU71TR3DIWZCAE2H1ZKL9TPYU6,A32BHATBEP59GA,Approved,Sat May 04 14:45:29 PDT 2019,Sat May 04 14:46:18 PDT 2019,Tue May 07 14:46:18 PDT 2019,Sat May 04 14:51:25 PDT 2019,,,49,100% (8/8),100% (8/8),100% (8/8),2744,taralipinski,1/26/2018 16:39,@rockerskating This is my dog Dublin every morning,Negative,,
30OITAWPBQDQPPNQC1X1VJ6IDJHH9K,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:53 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:53 PDT 2019,,,3VJ40NV2QJXMO5GL4M39UC0HC4ITOW,A30MP4LXV4MIFD,Approved,Sat May 04 14:43:44 PDT 2019,Sat May 04 14:43:50 PDT 2019,Tue May 07 14:43:50 PDT 2019,Sat May 04 14:51:25 PDT 2019,,,6,100% (9/9),100% (9/9),100% (9/9),2744,taralipinski,1/26/2018 16:39,@rockerskating This is my dog Dublin every morning,Neutral,,
30QQTY5GMKURGS5HX36G0242C1VU7M,30MUBYSPBNCJMLTGLK659MKRG7UKSB,Tara Lipenski former gold US figure skater,Twitter sentiment analysis,"sentiment, text",$0.02 ,Sat May 04 14:37:59 PDT 2019,3,BatchId:3631007;OriginalHitTemplateId:928390909;,120,259200,Sun May 05 14:37:59 PDT 2019,,,36U2A8VAG29ZF0U0G0YFVCBN71QYK6,A20FH5GSTF1YSB,Approved,Sat May 04 14:43:48 PDT 2019,Sat May 04 14:43:52 PDT 2019,Tue May 07 14:43:52 PDT 2019,Sat May 04 14:51:25 PDT 2019,,,4,100% (6/6),100% (6/6),100% (6/6),2995,taralipinski,6/17/2018 19:35,I am so grateful to be your daughter. I imagine,Positive,,
